randomisation_order,final_inclusion,paper_ID,DOI,journal,article_type,author,pagecount,title,subject,publication_date,health
94,Yes,71,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0219301,PLOS ONE,Research Article,"Dongqing Wang,Carrie A Karvonen-Gutierrez,Elizabeth A Jackson,Michael R Elliott,Bradley M Appelhans,Emma Barinas-Mitchell,Lawrence F Bielak,Ana Baylin",20,Prospective associations between beverage intake during the midlife and subclinical carotid atherosclerosis: The Study of Women’s Health Across the Nation,"/Biology and life sciences/Anatomy/Body fluids/Milk,/Biology and life sciences/Biochemistry/Lipids/Fats,/Biology and life sciences/Nutrition/Diet/Alcohol consumption,/Biology and life sciences/Nutrition/Diet/Beverages,/Biology and life sciences/Nutrition/Diet/Beverages/Alcoholic beverages,/Biology and life sciences/Nutrition/Diet/Beverages/Coffee,/Biology and life sciences/Nutrition/Diet/Beverages/Milk,/Biology and life sciences/Nutrition/Diet/Beverages/Tea,/Biology and life sciences/Physiology/Body fluids/Milk,/Medicine and health sciences/Anatomy/Body fluids/Milk,/Medicine and health sciences/Nutrition/Diet/Alcohol consumption,/Medicine and health sciences/Nutrition/Diet/Beverages,/Medicine and health sciences/Nutrition/Diet/Beverages/Alcoholic beverages,/Medicine and health sciences/Nutrition/Diet/Beverages/Coffee,/Medicine and health sciences/Nutrition/Diet/Beverages/Milk,/Medicine and health sciences/Nutrition/Diet/Beverages/Tea,/Medicine and health sciences/Physiology/Body fluids/Milk,/Medicine and health sciences/Vascular medicine/Atherosclerosis",10/07/2019,TRUE
95,Yes,72,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212662,PLOS ONE,Research Article,"Ata M Kiapour,Jakob T Sieker,Benedikt L Proffen,TuKiet T Lam,Braden C Fleming,Martha M Murray",19,Synovial fluid proteome changes in ACL injury-induced posttraumatic osteoarthritis: Proteomics analysis of porcine knee synovial fluid,"/Biology and life sciences/Anatomy/Biological tissue/Connective tissue/Cartilage,/Biology and life sciences/Anatomy/Body fluids/Synovial fluid,/Biology and life sciences/Anatomy/Musculoskeletal system/Body limbs/Legs/Knees,/Biology and life sciences/Biochemistry/Proteins/Extracellular matrix proteins,/Biology and life sciences/Biochemistry/Proteins/Lipoproteins/Apolipoproteins,/Biology and life sciences/Biochemistry/Proteins/Serum proteins,/Biology and life sciences/Physiology/Body fluids/Synovial fluid,/Medicine and health sciences/Anatomy/Biological tissue/Connective tissue/Cartilage,/Medicine and health sciences/Anatomy/Body fluids/Synovial fluid,/Medicine and health sciences/Anatomy/Musculoskeletal system/Body limbs/Legs/Knees,/Medicine and health sciences/Physiology/Body fluids/Synovial fluid,/Medicine and health sciences/Rheumatology/Arthritis/Osteoarthritis,/Medicine and health sciences/Surgical and invasive medical procedures/Surgical repair",1/03/2019,TRUE
97,Yes,73,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210294,PLOS ONE,Research Article,"Arunrat Tangmunkongvorakul,Patou Masika Musumari,Kulvadee Thongpibul,Kriengkrai Srithanaviboonchai,Teeranee Techasrivichien,S Pilar Suguimoto,Masako Ono-Kihara,Masahiro Kihara",13,"Association of excessive smartphone use with psychological well-being among university students in Chiang Mai, Thailand","/Biology and life sciences/Psychology/Addiction,/Biology and life sciences/Psychology/Addiction/Internet addiction,/Biology and life sciences/Psychology/Emotions/Anxiety,/Computer and information sciences/Computer networks/Internet,/Engineering and technology/Equipment/Communication equipment/Cell phones,/Medicine and health sciences/Mental health and psychiatry,/Medicine and health sciences/Public and occupational health/Behavioral and social aspects of health,/Social sciences/Economics/Finance,/Social sciences/Psychology/Addiction,/Social sciences/Psychology/Addiction/Internet addiction,/Social sciences/Psychology/Emotions/Anxiety",7/01/2019,TRUE
98,Yes,74,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211141,PLOS ONE,Research Article,"Chul Hwan Park,Tae Hoon Kim,Sungsoo Lee,Duk Hwan Moon,Heae Surng Park",13,Correlation between maximal tumor diameter of fresh pathology specimens and computed tomography images in lung adenocarcinoma,"/Biology and life sciences/Anatomy/Thorax/Pleurae,/Biology and life sciences/Neuroscience/Neuroimaging/Computed axial tomography,/Medicine and health sciences/Anatomy/Thorax/Pleurae,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Pulmonary imaging,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Tomography/Computed axial tomography,/Medicine and health sciences/Oncology/Cancers and neoplasms/Carcinomas/Adenocarcinomas,/Medicine and health sciences/Oncology/Cancers and neoplasms/Carcinomas/Adenocarcinomas/Adenocarcinoma of the lung,/Medicine and health sciences/Oncology/Cancers and neoplasms/Lung and intrathoracic tumors,/Medicine and health sciences/Oncology/Cancers and neoplasms/Lung and intrathoracic tumors/Adenocarcinoma of the lung,/Medicine and health sciences/Oncology/Cancers and neoplasms/Lung and intrathoracic tumors/Secondary lung tumors,/Medicine and health sciences/Radiology and imaging,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Pulmonary imaging,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Tomography/Computed axial tomography,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Pulmonary imaging,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Tomography/Computed axial tomography,/Research and analysis methods/Imaging techniques/Neuroimaging/Computed axial tomography",25/01/2019,TRUE
100,Yes,75,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0219991,PLOS ONE,Research Article,"Cyrine Bennasrallah,Meriem Kacem,Wafa Dhouib,Imen Zemni,Manel Ben Fredj,Hela Abroug,Amira Djobbi,Assia Green,Samia Grira Said,Issam Maalel,Sarra Stambouli,Wafa Zhir,Hichem Bel Haj Youssef,Asma Sriha Belguith",15,"BCG vaccination and tuberculosis prevention: A forty years cohort study, Monastir, Tunisia","/Biology and life sciences/Anatomy/Lymphatic system/Lymph nodes,/Biology and life sciences/Immunology/Vaccination and immunization,/Biology and life sciences/Organisms/Bacteria/Actinobacteria/Mycobacterium tuberculosis,/Medicine and health sciences/Anatomy/Lymphatic system/Lymph nodes,/Medicine and health sciences/Epidemiology/HIV epidemiology,/Medicine and health sciences/Immunology/Vaccination and immunization,/Medicine and health sciences/Infectious diseases/Bacterial diseases/Tuberculosis,/Medicine and health sciences/Infectious diseases/Infectious disease control/Vaccines,/Medicine and health sciences/Public and occupational health/Preventive medicine/Vaccination and immunization,/Medicine and health sciences/Tropical diseases/Tuberculosis,/Medicine and health sciences/Women's health/Maternal health/Birth/Preterm birth,/Medicine and health sciences/Women's health/Maternal health/Pregnancy/Pregnancy complications/Preterm birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth/Preterm birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Pregnancy/Pregnancy complications/Preterm birth,/People and places/Geographical locations/Africa/Tunisia",5/08/2019,TRUE
101,Yes,76,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222141,PLOS ONE,Research Article,"Junxi Liu,Shiu Lun Au Yeung,Baoting He,Man Ki Kwok,Gabriel Matthew Leung,C Mary Schooling",14,The effect of birth weight on body composition: Evidence from a birth cohort and a Mendelian randomization study,"/Biology and life sciences/Biochemistry/Lipids/Fats,/Biology and life sciences/Computational biology/Genome analysis/Genome-wide association studies,/Biology and life sciences/Genetics/Genomics/Genome analysis/Genome-wide association studies,/Biology and life sciences/Genetics/Human genetics,/Biology and life sciences/Genetics/Human genetics/Genome-wide association studies,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Birth weight,/Medicine and health sciences/Endocrinology/Endocrine disorders/Diabetes mellitus,/Medicine and health sciences/Metabolic disorders/Diabetes mellitus,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Birth weight,/Medicine and health sciences/Women's health/Maternal health/Birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth,/People and places/Population groupings/Age groups/Children,/People and places/Population groupings/Families/Children,/Research and analysis methods/Research design/Cohort studies",10/09/2019,TRUE
102,Yes,77,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224932,PLOS ONE,Research Article,"Pier Andrea Serra,Paola Arrigo,Andrea Bacciu,Daniele Zuncheddu,Riccardo Deliperi,Diego Antón Viana,Patrizia Monti,Maria Vittoria Varoni,Maria Alessandra Sotgiu,Pasquale Bandiera,Gaia Rocchitta",18,Real-time telemetry monitoring of oxygen in the central complex of freely-walking Gromphadorhina portentosa,"/Biology and life sciences/Biochemistry/Metabolism/Carbohydrate metabolism/Glucose metabolism,/Biology and life sciences/Biochemistry/Metabolism/Oxygen metabolism,/Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Arthropoda/Insects,/Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Arthropoda/Insects/Cockroaches,/Earth sciences/Atmospheric science/Atmospheric chemistry/Greenhouse gases/Carbon dioxide,/Ecology and environmental sciences/Environmental chemistry/Atmospheric chemistry/Greenhouse gases/Carbon dioxide,/Medicine and health sciences/Pain management/Anesthetics,/Medicine and health sciences/Pharmacology/Drugs/Anesthetics,/Physical sciences/Chemistry/Chemical compounds/Carbon dioxide,/Physical sciences/Chemistry/Chemical compounds/Organic compounds/Chloroform,/Physical sciences/Chemistry/Chemical elements/Oxygen,/Physical sciences/Chemistry/Environmental chemistry/Atmospheric chemistry/Greenhouse gases/Carbon dioxide,/Physical sciences/Chemistry/Organic chemistry/Organic compounds/Chloroform",11/11/2019,TRUE
103,Yes,78,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212116,PLOS ONE,Research Article,"S M Tafsir Hasan,Md Alfazal Khan,Tahmeed Ahmed",14,Inadequate maternal weight gain in the third trimester increases the risk of intrauterine growth restriction in rural Bangladesh,"/Biology and life sciences/Nutrition,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Birth weight,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Weight gain,/Medicine and health sciences/Nutrition,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Birth weight,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Weight gain,/Medicine and health sciences/Women's health/Maternal health/Birth,/Medicine and health sciences/Women's health/Maternal health/Birth/Labor and delivery,/Medicine and health sciences/Women's health/Maternal health/Pregnancy,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth/Labor and delivery,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Pregnancy,/People and places/Geographical locations/Asia/Bangladesh,/People and places/Population groupings/Age groups/Children/Infants,/People and places/Population groupings/Families/Children/Infants",8/02/2019,TRUE
104,Yes,79,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211817,PLOS ONE,Research Article,"Patrick Schmidt,Robert Kempin,Sönke Langner,Achim Beule,Stefan Kindler,Thomas Koppe,Henry Völzke,Till Ittermann,Clemens Jürgens,Frank Tost",14,Association of anthropometric markers with globe position: A population-based MRI study,"/Biology and life sciences/Anatomy/Anthropometry,/Biology and life sciences/Anatomy/Head/Eyes,/Biology and life sciences/Anatomy/Ocular system/Eyes,/Biology and life sciences/Anatomy/Ocular system/Ocular anatomy/Cornea,/Biology and life sciences/Anatomy/Ocular system/Optic nerve,/Biology and life sciences/Biochemistry/Lipids/Fats,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Obesity,/Medicine and health sciences/Anatomy/Anthropometry,/Medicine and health sciences/Anatomy/Head/Eyes,/Medicine and health sciences/Anatomy/Ocular system/Eyes,/Medicine and health sciences/Anatomy/Ocular system/Ocular anatomy/Cornea,/Medicine and health sciences/Anatomy/Ocular system/Optic nerve,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Magnetic resonance imaging,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Obesity,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Magnetic resonance imaging,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Magnetic resonance imaging",7/02/2019,TRUE
107,Yes,80,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0223483,PLOS ONE,Research Article,"E J Putz,A M Putz,A Boettcher,S Charley,M Sauer,M Palmer,R Phillips,J Hostetter,C L Loving,J E Cunnick,C K Tuggle",15,Successful development of methodology for detection of hapten-specific contact hypersensitivity (CHS) memory in swine,"/Biology and life sciences/Anatomy/Head/Ears,/Biology and life sciences/Bioengineering/Biotechnology/Small molecules/Haptens,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Blood cells/White blood cells/NK cells,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Immune cells/White blood cells/NK cells,/Biology and life sciences/Immunology/Immune cells/White blood cells/NK cells,/Biology and life sciences/Immunology/Immune response/Inflammation,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Swine,/Engineering and technology/Bioengineering/Biotechnology/Small molecules/Haptens,/Medicine and health sciences/Anatomy/Head/Ears,/Medicine and health sciences/Diagnostic medicine/Signs and symptoms/Inflammation,/Medicine and health sciences/Diagnostic medicine/Signs and symptoms/Necrosis,/Medicine and health sciences/Immunology/Immune cells/White blood cells/NK cells,/Medicine and health sciences/Immunology/Immune response/Inflammation,/Medicine and health sciences/Pathology and laboratory medicine/Signs and symptoms/Inflammation,/Medicine and health sciences/Pathology and laboratory medicine/Signs and symptoms/Necrosis,/Medicine and health sciences/Pharmacology/Routes of administration/Intradermal injections,/Physical sciences/Chemistry/Chemical compounds/Organic compounds/Small molecules/Haptens,/Physical sciences/Chemistry/Organic chemistry/Organic compounds/Small molecules/Haptens,/Research and analysis methods/Animal studies/Experimental organism systems/Animal models/Pig models",9/10/2019,TRUE
109,Yes,81,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217858,PLOS ONE,Research Article,"Fabio De Marco,Konstantin Willer,Lukas B Gromann,Jana Andrejewski,Katharina Hellbach,Andrea Bähr,Michaela Dmochewitz,Thomas Koehler,Hanns-Ingo Maack,Franz Pfeiffer,Julia Herzen",25,"Contrast-to-noise ratios and thickness-normalized, ventilation-dependent signal levels in dark-field and conventional in vivo thorax radiographs of two pigs","/Biology and life sciences/Anatomy/Thorax,/Biology and life sciences/Neuroscience/Neuroimaging/Computed axial tomography,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Swine,/Biology and life sciences/Physiology/Physiological processes/Respiration/Breathing,/Medicine and health sciences/Anatomy/Thorax,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Bone imaging/X-ray radiography,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Pulmonary imaging,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Tomography/Computed axial tomography,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/X-ray radiography,/Medicine and health sciences/Physiology/Physiological processes/Respiration/Breathing,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Bone imaging/X-ray radiography,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Pulmonary imaging,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Tomography/Computed axial tomography,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/X-ray radiography,/Physical sciences/Materials science/Materials physics/Microstructure,/Physical sciences/Physics/Materials physics/Microstructure,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Bone imaging/X-ray radiography,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Pulmonary imaging,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Tomography/Computed axial tomography,/Research and analysis methods/Imaging techniques/Diagnostic radiology/X-ray radiography,/Research and analysis methods/Imaging techniques/Neuroimaging/Computed axial tomography,/Research and analysis methods/Microscopy/Electron microscopy/Transmission electron microscopy/Dark field imaging",3/06/2019,TRUE
111,Yes,82,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218188,PLOS ONE,Research Article,"Felix G Rebitschek,Nora Pashayan,Martin Widschwendter,Odette Wegwarth",15,Do cancer risk and benefit–harm ratios influence women’s consideration of risk-reducing mastectomy? A scenario-based experiment in five European countries,"/Medicine and health sciences/Epidemiology/Medical risk factors/Cancer risk factors,/Medicine and health sciences/Oncology/Cancer prevention,/Medicine and health sciences/Oncology/Cancer risk factors,/Medicine and health sciences/Oncology/Cancers and neoplasms/Breast tumors/Breast cancer,/Medicine and health sciences/Surgical and invasive medical procedures/Surgical excision/Mastectomy,/People and places/Geographical locations/Europe/European Union/Germany,/People and places/Geographical locations/Europe/European Union/Sweden,/People and places/Geographical locations/Europe/European Union/United Kingdom,/Research and analysis methods/Research design/Survey research/Questionnaires",12/06/2019,TRUE
112,Yes,83,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0214588,PLOS ONE,Research Article,"Melissa S DeRycke,Melissa C Larson,Asha A Nair,Shannon K McDonnell,Amy J French,Lori S Tillmans,Shaun M Riska,Saurabh Baheti,Zachary C Fogarty,Nicholas B Larson,Daniel R O’Brien,John C Cheville,Liang Wang,Daniel J Schaid,Stephen N Thibodeau",15,An expanded variant list and assembly annotation identifies multiple novel coding and noncoding genes for prostate cancer risk using a normal prostate tissue eQTL data set,"/Biology and life sciences/Anatomy/Exocrine glands/Prostate gland,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/Non-coding RNA,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/Non-coding RNA/Long non-coding RNAs,/Biology and life sciences/Genetics/Gene expression,/Biology and life sciences/Genetics/Gene expression/Gene regulation,/Biology and life sciences/Genetics/Genetic loci,/Biology and life sciences/Molecular biology/Molecular biology techniques/Sequencing techniques/RNA sequencing,/Medicine and health sciences/Anatomy/Exocrine glands/Prostate gland,/Medicine and health sciences/Oncology/Cancers and neoplasms/Genitourinary tract tumors/Prostate cancer,/Medicine and health sciences/Urology/Prostate diseases/Prostate cancer,/Research and analysis methods/Molecular biology techniques/Sequencing techniques/RNA sequencing",8/04/2019,TRUE
113,Yes,84,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220796,PLOS ONE,Research Article,"Ho Geol Woo,Yoonkyung Chang,Dong-Ryeol Ryu,Tae-Jin Song",14,"Plasma Klotho concentration is associated with the presence, burden and progression of cerebral small vessel disease in patients with acute ischaemic stroke","/Biology and life sciences/Anatomy/Biological tissue/Connective tissue/Connective tissue cells/Fibroblasts,/Biology and life sciences/Anatomy/Body fluids/Blood/Blood plasma,/Biology and life sciences/Biochemistry/Proteins/Lipoproteins,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Connective tissue cells/Fibroblasts,/Biology and life sciences/Physiology/Body fluids/Blood/Blood plasma,/Biology and life sciences/Physiology/Endocrine physiology/Growth factors,/Medicine and health sciences/Anatomy/Biological tissue/Connective tissue/Connective tissue cells/Fibroblasts,/Medicine and health sciences/Anatomy/Body fluids/Blood/Blood plasma,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Magnetic resonance imaging,/Medicine and health sciences/Endocrinology/Endocrine physiology/Growth factors,/Medicine and health sciences/Neurology/Cerebrovascular diseases/Stroke,/Medicine and health sciences/Physiology/Body fluids/Blood/Blood plasma,/Medicine and health sciences/Physiology/Endocrine physiology/Growth factors,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Magnetic resonance imaging,/Medicine and health sciences/Vascular medicine/Atherosclerosis,/Medicine and health sciences/Vascular medicine/Blood pressure/Hypertension,/Medicine and health sciences/Vascular medicine/Stroke,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Magnetic resonance imaging",9/08/2019,TRUE
114,Yes,85,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211033,PLOS ONE,Research Article,"Kun-Chia Chang,Chung-Ying Lin,Chih-Cheng Chang,Shuo-Yen Ting,Ching-Ming Cheng,Jung-Der Wang",15,Psychological distress mediated the effects of self-stigma on quality of life in opioid-dependent individuals: A cross-sectional study,"/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Flaviviruses/Hepacivirus/Hepatitis C virus,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Hepatitis viruses/Hepatitis C virus,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Immunodeficiency viruses/HIV,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Organisms/Viruses/Immunodeficiency viruses/HIV,/Biology and life sciences/Organisms/Viruses/RNA viruses/Flaviviruses/Hepacivirus/Hepatitis C virus,/Biology and life sciences/Organisms/Viruses/RNA viruses/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Flaviviruses/Hepacivirus/Hepatitis C virus,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Hepatitis viruses/Hepatitis C virus,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Immunodeficiency viruses/HIV,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Psychology/Addiction/Addicts/Drug users,/Medicine and health sciences/Health care/Quality of life,/Medicine and health sciences/Pain management/Analgesics/Opioids,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Flaviviruses/Hepacivirus/Hepatitis C virus,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Hepatitis viruses/Hepatitis C virus,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Immunodeficiency viruses/HIV,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Retroviruses/Lentivirus/HIV,/Medicine and health sciences/Pharmacology/Behavioral pharmacology/Recreational drug use/Heroin,/Medicine and health sciences/Pharmacology/Drugs/Analgesics/Opioids,/Medicine and health sciences/Pharmacology/Drugs/Opioids,/Medicine and health sciences/Public and occupational health/Global health,/People and places/Geographical locations/Asia/Taiwan,/Social sciences/Psychology/Addiction/Addicts/Drug users",6/02/2019,TRUE
115,Yes,86,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0223209,PLOS ONE,Research Article,"Marissa Z McMackin,Blythe Durbin-Johnson,Marek Napierala,Jill S Napierala,Luis Ruiz,Eleonora Napoli,Susan Perlman,Cecilia Giulivi,Gino A Cortopassi",18,Potential biomarker identification for Friedreich’s ataxia using overlapping gene expression patterns in patient cells and mouse dorsal root ganglion,"/Biology and life sciences/Anatomy/Body fluids/Blood,/Biology and life sciences/Biochemistry/Antioxidants,/Biology and life sciences/Biochemistry/Bioenergetics/Energy-producing organelles/Mitochondria,/Biology and life sciences/Biochemistry/Biomarkers,/Biology and life sciences/Cell biology/Cell processes/Cell death/Apoptosis,/Biology and life sciences/Cell biology/Cellular structures and organelles/Energy-producing organelles/Mitochondria,/Biology and life sciences/Genetics/Gene expression,/Biology and life sciences/Physiology/Body fluids/Blood,/Medicine and health sciences/Anatomy/Body fluids/Blood,/Medicine and health sciences/Physiology/Body fluids/Blood,/Physical sciences/Chemistry/Chemical elements/Selenium,/Research and analysis methods/Animal studies/Experimental organism systems/Animal models/Mouse models,/Research and analysis methods/Animal studies/Experimental organism systems/Model organisms/Mouse models,/Research and analysis methods/Model organisms/Mouse models",30/10/2019,TRUE
116,Yes,87,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218896,PLOS ONE,Research Article,"Chia-Huei Peng,Hung-Chang Lee,Chuen-Bin Jiang,Cheng-Kai Hsu,Chun-Yan Yeung,Wai-Tao Chan,Szu-Wen Chang,Shu-Chao Weng",11,Serum vitamin D level is inversely associated with liver fibrosis in post Kasai’s portoenterostomy biliary atresia patients living with native liver,"/Biology and life sciences/Anatomy/Body fluids/Bile,/Biology and life sciences/Nutrition/Nutritional deficiencies/Micronutrient deficiencies,/Biology and life sciences/Nutrition/Nutritional deficiencies/Vitamin D deficiency,/Biology and life sciences/Physiology/Body fluids/Bile,/Medicine and health sciences/Anatomy/Body fluids/Bile,/Medicine and health sciences/Gastroenterology and hepatology/Liver diseases,/Medicine and health sciences/Gastroenterology and hepatology/Liver diseases/Liver fibrosis,/Medicine and health sciences/Health care/Psychological and psychosocial issues,/Medicine and health sciences/Health care/Quality of life,/Medicine and health sciences/Nutrition/Nutritional deficiencies/Micronutrient deficiencies,/Medicine and health sciences/Nutrition/Nutritional deficiencies/Vitamin D deficiency,/Medicine and health sciences/Pediatrics,/Medicine and health sciences/Physiology/Body fluids/Bile",26/06/2019,TRUE
117,Yes,88,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209557,PLOS ONE,Research Article,"Nora Covy,Lauryn Benedict,William H Keeley",19,Rock climbing activity and physical habitat attributes impact avian community diversity in cliff environments,"/Biology and life sciences/Conservation biology/Conservation genetics,/Biology and life sciences/Ecology/Ecological metrics/Species diversity,/Biology and life sciences/Genetics/Conservation genetics,/Biology and life sciences/Organisms/Eukaryota/Animals/Invertebrates/Arthropoda,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Birds,/Biology and life sciences/Physiology/Biological locomotion/Climbing,/Biology and life sciences/Plant science/Lichenology,/Earth sciences/Geomorphology/Topography/Landforms/Cliffs,/Ecology and environmental sciences/Conservation science/Conservation biology/Conservation genetics,/Ecology and environmental sciences/Ecology/Ecological metrics/Species diversity,/Medicine and health sciences/Physiology/Biological locomotion/Climbing,/Research and analysis methods/Research design/Survey research/Surveys",16/01/2019,TRUE
121,Yes,90,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0223455,PLOS ONE,Research Article,"Terry McGovern,Monique Baumont,Rachel Fowler,Valentina Parisi,Sonia Haerizadeh,Eka Williams,Samantha Garbers",11,Association between plural legal systems and sexual and reproductive health outcomes for women and girls in Nigeria: A state-level ecological study,"/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Immunodeficiency viruses/HIV,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Organisms/Viruses/Immunodeficiency viruses/HIV,/Biology and life sciences/Organisms/Viruses/RNA viruses/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Immunodeficiency viruses/HIV,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Population biology/Population metrics/Fertility rates,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Immunodeficiency viruses/HIV,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Retroviruses/Lentivirus/HIV,/Medicine and health sciences/Women's health/Maternal health/Antenatal care,/Medicine and health sciences/Women's health/Maternal health/Birth/Labor and delivery,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth/Labor and delivery,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Contraception/Female contraception,/People and places/Geographical locations/Africa/Nigeria,/Social sciences/Anthropology/Cultural anthropology/Religion,/Social sciences/Sociology/Human families,/Social sciences/Sociology/Religion",9/10/2019,TRUE
